Concurso	Bola1	Bola2	Bola3	Bola4	Bola5
6520	9	14	24	38	63
6521	21	27	43	46	75
6522	12	46	57	58	61
6523	4	9	36	56	64
6524	4	6	10	32	45
6525	4	11	33	37	39
6526	9	21	30	32	39
6527	5	22	45	62	73
6528	18	35	37	44	60
6529	4	7	17	30	44
6530	9	18	29	47	80
6531	18	38	55	56	66
6532	5	23	29	52	65
6533	15	16	26	43	67
6534	1	20	22	42	76
6535	41	44	70	72	73
6536	15	38	50	51	72
6537	9	35	40	68	78
6538	1	2	48	65	76
6539	10	30	33	42	74
6540	4	40	44	53	72
6541	5	14	42	46	58
6542	9	32	57	59	73
6543	14	17	33	57	64
6544	16	37	41	54	56
6545	10	18	65	74	76
6546	31	49	63	71	72
6547	40	43	51	52	76
6548	10	14	27	45	55
6549	17	51	52	62	70
6550	1	5	60	64	74
6551	46	49	54	63	79
6552	2	19	23	33	34
6553	21	22	34	37	46
6554	5	35	39	53	78
6555	30	40	58	70	76
6556	11	15	51	65	68
6557	9	12	33	41	56
6558	6	41	55	56	79
6559	7	29	55	61	67
6560	5	29	37	60	66
6561	3	55	69	70	71
6562	20	25	33	43	60
6563	42	43	62	71	79
6564	15	27	46	57	77
6565	33	50	57	68	73
6566	31	34	53	65	78
6567	5	22	33	52	58
6568	19	27	29	55	72
6569	4	10	14	56	59
6570	28	37	53	64	70
6571	9	11	12	24	66
6572	5	17	47	57	77
6573	4	7	49	59	68
6574	5	19	20	66	77
6575	2	5	9	11	14
6576	38	39	55	70	77
6577	1	15	17	33	45
6578	3	33	49	52	75
6579	3	8	52	70	79
6580	4	16	18	45	71
6581	20	28	32	39	76
6582	30	31	47	64	77
6583	24	36	49	63	76
6584	5	13	58	72	80
6585	6	25	47	50	71
6586	13	19	26	35	57
6587	3	17	26	77	79
6588	3	15	37	44	78
6589	3	20	33	34	77
6590	3	6	10	19	43
6591	6	11	21	22	39
6592	22	25	39	43	56
6593	6	60	67	71	75
6594	19	27	60	70	73
6595	3	8	10	14	47
6596	18	40	44	71	72
6597	15	25	26	35	55
6598	8	14	30	37	50
6599	18	21	29	63	78
6600	4	5	38	45	67
6601	6	19	33	46	47
6602	37	46	51	59	62
6603	27	36	50	68	69
6604	19	24	30	57	75
6605	14	23	27	40	73
6606	31	33	36	59	67
6607	16	37	43	50	59
6608	24	31	44	53	77
6609	31	40	62	65	72
6610	2	8	32	71	75
6611	16	18	34	41	73
6612	20	22	34	38	49
6613	20	25	32	43	57
6614	9	20	30	60	74
6615	4	16	44	64	68
6616	4	5	15	23	26
6617	10	11	24	56	66
6618	30	60	63	64	66
6619	4	5	47	53	58
6620	8	32	52	64	77
6621	6	12	42	44	62
6622	1	2	25	37	79
6623	27	51	52	54	65
6624	10	23	48	74	79
6625	17	19	30	48	77
6626	3	11	19	52	71
6627	11	13	21	41	54
6628	33	40	43	48	70
6629	5	19	26	43	66
6630	9	37	42	55	71
6631	3	10	57	65	67
6632	15	24	45	52	70
6633	25	41	59	75	77
6634	23	32	37	71	72
6635	13	38	49	63	66
6636	2	22	31	35	53
6637	13	33	34	46	70
6638	13	26	40	57	75
6639	19	26	72	76	77
6640	1	5	8	77	78
6641	22	52	60	63	78
6642	18	21	27	57	72
6643	8	28	42	47	78
6644	8	18	59	60	75
6645	5	19	48	64	76
6646	7	41	65	77	79
6647	5	14	31	43	51
6648	16	25	39	58	68
6649	9	43	47	65	74
6650	16	23	24	27	48
6651	14	23	31	48	63
6652	42	47	52	59	65
6653	13	17	40	49	51
6654	14	25	48	51	66
6655	10	34	41	44	69
6656	17	24	31	66	79
6657	10	30	41	53	69
6658	15	22	56	60	71
6659	5	12	20	69	70
6660	5	15	21	35	43
6661	28	45	48	72	76
6662	4	34	40	61	66
6663	21	35	44	52	62
6664	11	23	32	44	76
6665	26	30	35	66	77
6666	10	20	23	25	74
6667	2	3	19	42	48
6668	19	31	32	54	78
6669	1	31	33	60	69
6670	5	14	21	31	65
6671	46	47	61	66	75
6672	27	30	48	66	73
6673	14	26	35	52	74
6674	19	32	57	60	75
6675	13	25	26	37	76
6676	11	25	29	31	45
6677	17	52	69	72	75
6678	33	36	50	51	69
6679	3	5	16	28	37
6680	8	13	22	34	41
6681	39	46	52	65	77
6682	8	15	24	28	68
6683	20	23	53	60	71
6684	9	15	27	65	76
6685	6	20	37	51	69
6686	15	16	25	35	67
6687	10	11	39	41	50
6688	21	40	43	67	68
6689	7	23	24	55	56
6690	1	33	53	55	76
6691	6	7	38	56	67
6692	7	13	21	34	76
6693	13	17	20	29	46
6694	24	38	43	44	49
6695	22	62	67	70	79
6696	15	19	51	55	57
6697	40	42	44	47	52
6698	7	13	18	22	32
6699	8	13	41	48	78
6700	12	21	23	31	42
6701	4	9	21	29	64
6702	27	43	51	53	78
6703	8	16	53	61	74
6704	9	23	26	44	70
6705	19	27	34	50	72
6706	40	41	65	66	71
6707	14	32	58	70	77
6708	9	13	15	40	77
6709	29	32	39	57	61
6710	13	17	18	29	78
6711	10	15	48	52	71
6712	1	27	49	57	63
6713	35	43	48	52	72
6714	20	31	47	59	72
6715	9	14	28	37	51
6716	18	22	60	61	62
6717	6	13	62	72	77
6718	19	36	53	65	66
6719	7	9	15	37	44
6720	4	42	55	61	68
6721	5	43	56	74	79
6722	7	15	24	32	52
6723	15	41	51	56	79
6724	12	13	22	54	74
6725	20	23	30	39	53
6726	20	49	56	60	67
6727	2	6	14	16	60
6728	8	15	38	44	80
6729	17	20	25	37	39
6730	21	44	57	60	65
6731	24	41	51	57	62
6732	13	19	22	43	64
6733	18	34	36	61	70
6734	17	32	44	65	80
6735	30	49	50	73	79
6736	17	29	60	75	80
6737	3	43	63	67	74
6738	2	47	60	61	62
6739	10	31	48	74	79
6740	21	39	46	58	71
6741	1	17	21	52	59
6742	15	35	50	67	73
6743	2	4	16	36	58
6744	14	26	27	54	73
6745	3	14	29	48	55
6746	6	29	40	54	67
6747	4	5	15	57	68
6748	1	25	27	49	53
6749	6	8	19	23	25
6750	24	32	35	39	71
6751	23	40	59	75	80
6752	5	37	50	51	56
6753	52	56	61	65	80
6754	4	26	59	68	80
6755	16	23	46	51	67
6756	34	39	54	60	77
6757	8	37	54	62	72
6758	20	28	42	56	75
6759	16	20	23	27	73
6760	12	19	20	34	35
6761	22	44	45	59	73
6762	2	39	41	58	76
6763	20	42	44	58	74
6764	4	31	39	50	60
6765	17	29	35	52	63
6766	16	28	41	47	57
6767	2	42	45	52	71
6768	2	10	41	58	59
6769	10	25	57	64	77
6770	28	30	31	43	74
6771	25	26	38	53	66
6772	14	47	50	63	70
6773	2	8	31	68	78
6774	8	11	18	30	57
6775	32	36	45	52	54
6776	1	5	21	50	61
6777	16	56	62	67	79
6778	26	40	45	66	71
6779	14	17	20	27	31
6780	24	43	62	77	80
6781	1	4	50	58	73
6782	9	14	30	38	60
6783	41	46	64	68	77
6784	1	18	34	41	45
6785	16	23	38	40	65
6786	5	23	68	71	74
6787	6	23	26	67	80
6788	10	11	54	56	63
6789	2	27	29	65	68
6790	35	39	57	73	75
6791	24	33	47	55	57
6792	16	42	43	62	68
6793	29	30	38	39	73
6794	1	24	30	62	71
6795	3	17	37	62	76
6796	1	10	15	39	69
6797	5	17	18	20	45
6798	11	21	42	50	60
6799	4	19	32	37	43
6800	2	6	11	55	76
6801	14	16	18	29	32
